c,F,V,E,H,SepMILP,SepGA,SepVNS,StatusQuo,IntMILP,IntGAMILP,IntVNSMILP,IntGANN,IntVNSNN,IntRBNN
low,high,high,low,high,36.5667341394269,21.467982350146173,24.149817637060394,19.63573827892817,15.423578712287872,12.586787721500919,23.94029314692515,0.0,22.797489427462146,1.966522165585372
low,high,high,medium,low,76.76952169751428,47.66751077220231,52.539728146052056,48.32124361440272,0.0,1.2082748941916566,33.51788941879233,3.4434488404683523,31.96730509062382,1.9688444588706957
low,high,high,medium,high,66.8536147903629,41.24847435022176,43.59710039034322,42.06302839890279,0.0,5.082099164854002,33.86330298999347,4.0047437363085825,35.742527313362274,4.133155652513381
low,high,high,high,low,187.33538894193794,116.1261100979162,129.4867899710165,114.96048088898598,3.943065354512987,19.989194848342613,65.54237737390119,4.580263828254635,68.46120922136073,0.0
low,high,high,high,high,155.8525999417823,96.02274517213436,105.60736052703467,95.7424494666189,13.232032015720382,0.0,59.14555886316252,14.595997952901715,61.152521719924145,14.313010283157796
medium,low,low,low,low,138.6297166463609,93.04497721937122,105.35933567565405,93.8726301598738,0.0,16.997157899445195,81.76952044419778,11.647775962804333,68.25353272320356,29.296983945418077
medium,low,low,low,high,97.57589779249672,68.00780554083192,80.2594457543951,68.64325228197893,0.0,5.120627596137371,49.603025270261526,6.375313873246608,52.887511226644634,74.93657189268063
medium,low,low,medium,low,208.3784317272128,132.54180785979693,149.6554430533637,130.89950384526387,0.0,15.197617765530728,105.65114153869013,18.59236747187577,88.68806524414008,25.916200646204306
medium,low,low,medium,high,154.15156608409862,111.81760347358075,121.55565242231239,109.42523728924611,0.0,23.150551578648166,101.22539269207284,24.626117671455003,110.8191825673452,67.34399903532248
medium,low,low,high,low,349.8384029673676,215.49161528362495,232.00330972382582,211.04007163959176,0.0,14.191819654947018,132.6412542365589,17.489925869702365,153.47598917729482,37.448527206570624
medium,low,low,high,high,305.87602182740187,181.56367693979522,195.76919366911645,181.13156784444345,0.0,14.439913950645758,132.81497994985557,36.177841339130175,141.78188316910106,47.87090317610631
medium,low,high,low,low,71.80493803056515,53.93074694183547,66.71786827237874,56.5246990512549,0.0,11.96337721835981,43.37237887258769,12.67744592917373,54.60576434097333,32.526303808725004
medium,low,high,low,high,45.30947783896396,42.68910104562096,55.5475964024531,45.46219727568018,0.0,10.33492592082793,38.41153349076018,10.909190888485579,45.63749484975001,39.98394105563758
medium,low,high,medium,low,99.13899244097527,78.30865142676605,91.46641883264938,80.13995732395361,4.24926786403982,0.0,77.2640614951733,10.259656509600685,77.01113568753559,21.975291903343514
medium,low,high,medium,high,59.705812961066805,49.50162509529864,58.87166239416693,50.880201158386825,0.0,1.4759264407544181,33.709294575866586,10.33579046918041,40.508593692147606,13.148642244150718
medium,low,high,high,low,224.47132467793912,135.81009323732704,149.95942598330257,136.66648306753862,0.0,13.614552599933536,99.61240746067016,10.791015452512498,96.08862449124828,11.494217385075062
medium,low,high,high,high,182.0736633689826,110.4351666478937,124.59303013565668,114.43231883352631,0.0,7.527943426584703,97.66133273368375,25.883748213917723,90.31474887144752,42.78559787207939
medium,high,low,low,low,54.819555112533095,42.97396055587422,55.94110181932803,44.07910409936949,0.0,18.698052704166436,34.41230467793607,8.076932088499253,40.596764240557306,5.208044601090686
medium,high,low,low,high,46.35592563194451,37.03856866708943,51.00443376890791,38.677691608961105,0.0,22.37999291640593,37.250492281578694,22.319925591580038,40.27108177486569,33.463861313060505
medium,high,low,medium,low,108.41606275459179,78.75155389288626,92.86212032262156,80.81238130060967,0.0,23.08636479966892,54.31384983629458,16.83747482908554,57.78366893888738,23.4194688817873
medium,high,low,medium,high,71.78874278745369,57.17151238699066,69.79274235593624,56.052005047662675,0.0,13.82863672310429,36.932662860690904,20.646108406238326,39.81561538281595,15.664479969062231
medium,high,low,high,low,167.66765172909479,115.65188597541795,122.61815913753169,115.08628372774908,0.0,2.860336223541637,67.39837316790977,0.6230411034305763,65.98355051209701,8.28683344610027
medium,high,low,high,high,136.4466991880748,93.35298188162339,102.7857328929997,89.91091185011783,0.0,2.902200907299843,50.9110681767571,12.545778183742032,72.29288994713467,19.362449787775812
medium,high,high,low,low,17.16121663205038,18.10695115922529,27.940633794501856,19.123336106391147,0.0,14.513775642756022,26.78417781894906,10.6252143162778,14.642424834754308,9.7376992880151
medium,high,high,low,high,21.456768799695716,21.190825057877618,29.804292938315548,20.659295513084825,0.0,17.063415571541714,28.83580885028624,8.92987655555241,29.117248148078513,8.829872518946068
medium,high,high,medium,low,53.47742859989505,41.846293892238364,51.86646415688282,43.47633651278886,0.0,10.571794979656726,35.348734311016145,18.818449772448982,33.17221389133406,8.360119701555721
medium,high,high,medium,high,37.643853133674405,28.725168432988855,37.868014445967255,30.347186739776227,0.0,7.72622020200268,23.782759907878344,10.192051859511812,28.323442461587124,11.202939773540944
medium,high,high,high,low,145.90185432629005,90.86252494987338,98.75902530926089,90.96989086930591,0.0,2.736817306385133,65.884835898242,7.199380398904,70.65575480690457,13.18377691315745
medium,high,high,high,high,114.36241943804973,68.78144450352444,77.96120330566484,69.47760385618078,0.0,3.6112937820004873,43.103787739007906,23.902606543039386,47.208031254829116,23.61002384003459
high,low,low,low,low,72.72840800220641,79.8621147521849,101.58400036206578,80.15291134825328,0.0,37.29564207411503,68.1938948522628,32.69495511628992,79.83626344575478,45.500849274998544
high,low,low,low,high,60.53814049037488,69.99923379140874,92.09176790662075,72.50617836487778,0.0,28.999450733287112,65.53869776709074,31.91918995889574,71.47518332722302,57.1881469845411
high,low,low,medium,low,98.05419798951257,90.63560798027702,108.32487272225708,87.10332412398884,0.0,29.89513906620878,68.9609541635465,18.222628784260824,84.04507221984281,44.66883471941189
high,low,low,medium,high,76.18600940673696,73.86451703906866,92.67132410070757,73.58594447085277,0.0,27.771807172413737,60.31244717690161,24.239697806699233,76.94137369854143,65.90083028364229
high,low,low,high,low,202.98155308031062,154.06666833532142,167.09256095399894,141.43138005422537,0.0,14.974996397346999,99.94260912036918,15.355443733245805,110.42224700947669,64.93927236436103
high,low,low,high,high,154.1855947672752,108.94013623333436,125.77400280557988,104.82594105496732,0.0,13.017382942097361,102.89867755828527,0.44683241827265113,112.89365073969198,73.11065406244511
high,low,high,low,low,35.709143480125064,45.74445627309976,67.38296276145455,50.33379462344727,0.0,38.829224700151435,50.01329581272756,42.44657331066056,59.94386349723989,41.70700296380105
high,low,high,low,high,30.442011922702665,43.58185914433385,64.73046934279824,47.74780164929228,0.0,33.25310775031948,49.35499436516815,41.12839394102267,48.92383526039657,41.465747464495436
high,low,high,medium,low,55.67875882166122,53.94317811068569,71.98964240366956,55.61898101590046,0.0,13.40813429784268,46.78730855300087,13.00487696574094,61.599927625688224,21.129457035486983
high,low,high,medium,high,38.852365673342135,41.43684136826323,57.83221161178219,43.64920535148834,0.0,13.06790270841911,37.10169977904294,8.985425299290403,42.77994435452368,21.86931943200867
high,low,high,high,low,154.80422564259172,115.92560424300248,131.8500589538607,111.09927876762413,0.0,22.69557486504794,108.7182648263512,28.177274418492903,85.49059143336596,45.5687252360419
high,low,high,high,high,127.42947249911387,96.74380944567285,112.36271564335507,95.03436194624845,0.0,17.096389457616876,102.4230465943198,14.112747582190382,80.48842393010561,49.785292218191266
high,high,low,low,low,35.8726870862891,48.425067709342365,70.61496683152464,51.60420103783947,0.0,27.6411118982615,54.64891073805749,22.495095346194997,64.26211575717215,41.37227715191984
high,high,low,low,high,35.975627705360466,50.23218697209321,73.94090142110296,53.92826689106411,0.0,42.689648860189166,54.870028029157005,45.77868360715724,59.49853440301127,60.77285492265001
high,high,low,medium,low,62.25061711576336,61.853479298440476,82.45765761349782,65.22350275618219,0.0,22.23037029209867,56.95362196133142,21.568466250407937,67.6810473935592,38.70040252422663
high,high,low,medium,high,40.975276871171076,43.31837443393779,61.5818153917699,44.15056864776511,0.0,20.222254123394553,44.30459246192612,26.6245217099759,48.93871897392818,43.84373952450621
high,high,low,high,low,137.83729983856117,104.89981212955861,120.46876058068025,104.3557647321825,0.0,16.864606238631374,96.055225503373,21.202801484348075,79.26988196286466,47.222731775726174
high,high,low,high,high,122.19488240348555,94.07043672148697,110.29011582546961,90.14399945398124,0.0,25.927101177046847,93.98224704124677,19.73552965002105,70.21090270687247,58.68846773071456
high,high,high,low,low,17.958934954652314,34.91159678032577,54.029522420745316,37.79799826416226,0.0,32.57262603158421,53.04302570358524,31.409963398830083,47.18369029786047,11.510214081002031
high,high,high,low,high,8.044706662436852,30.94660619832067,48.162220552375516,32.3719135185353,0.0,33.989260923328075,47.354391655980976,27.448615239217037,48.324884543181376,20.80339770168573
high,high,high,medium,low,35.014421016355044,49.22609254799427,67.5859551929513,53.057669733427346,0.0,41.17736492919982,48.67275815153108,41.53722891937248,62.16545548672546,31.74155282294372
high,high,high,medium,high,10.0513392007217,22.85067529260023,38.239977423071075,26.04208075068688,0.0,10.066132457804903,29.267146995937082,11.956248799450671,29.485637697835077,15.625573221138294
high,high,high,high,low,90.19721056542404,67.7085432337979,81.9431699338718,69.10223681618768,0.0,18.329594586320805,54.11655684507449,2.6740366705765095,56.604244989426746,1.5080836005749365
high,high,high,high,high,80.98109412612688,63.0487036991147,77.47201475653405,63.74104048048246,0.0,14.827607366113716,49.45176245746946,17.445227403463278,51.72936865454432,30.17558163483204
